AERONET_Database_Site_List,Num=0,Date_Generated=29:04:2023,Months_Available_for_Year,2021
Site_Name,Longitude(decimal_degrees),Latitude(decimal_degrees),Elevation(meters),JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
ARM_Graciosa,-28.029170,39.091090,15.200000,1,1,1,1,1,1,1,1,1,1,1,1
ARM_Oliktok_AK,-149.880000,70.499500,2.000000,0,0,1,1,1,1,0,0,0,0,0,0
NEON-CPER,-104.744238,40.812444,1655.000000,1,1,1,1,1,1,1,1,1,1,1,1
LAQUILA_Coppito,13.350636,42.368386,656.000000,1,1,1,1,1,1,1,1,1,1,1,1
Toulouse_MF,1.374320,43.572610,160.000000,1,1,1,1,1,1,1,1,1,1,1,1
CEILAP-Neuquen,-68.136660,-38.952220,271.000000,1,1,1,1,1,1,1,1,1,1,1,1
AOE_Baotou,109.628800,40.851700,1314.000000,0,0,1,1,1,1,1,1,1,1,1,1
Mongu_Inn,23.134333,-15.266667,1040.000000,1,1,1,1,1,1,1,1,1,1,1,1
Zeebrugge-MOW1,3.120000,51.362000,15.000000,0,0,0,0,0,0,0,0,1,1,1,1
Santiago_Beauchef,-70.661666,-33.457222,560.000000,1,1,1,0,0,0,0,0,1,0,1,1
Peterhof,29.826000,59.881000,58.000000,1,1,1,1,0,1,0,0,0,0,0,0
SEGC_Lope_Gabon,11.600820,-0.201550,280.000000,1,1,1,1,1,1,1,1,1,1,1,1
Finokalia-FKL,25.669762,35.337712,258.000000,1,1,1,1,1,1,1,1,1,1,1,1
American_Samoa,-170.564400,-14.247200,76.000000,1,1,1,1,1,1,1,1,1,0,0,0
Gobabeb,15.041058,-23.561619,405.000000,1,1,1,1,1,1,1,1,1,1,1,1
Medenine-IRA,10.642547,33.499633,33.500000,1,1,1,1,1,1,1,1,1,1,1,1
Berlin_FUB,13.310333,52.457500,80.000000,1,1,1,1,1,1,0,0,1,1,1,1
Easton-MDE,-76.084250,38.794972,4.500000,0,0,0,0,0,1,1,1,1,1,1,1
Durban_UKZN,30.944011,-29.817233,205.000000,0,1,1,1,1,1,1,0,0,1,1,1
NEON_Bartlett,-71.287203,44.063881,273.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_Harvard,-72.172661,42.536900,348.000000,1,1,1,1,1,1,1,1,1,1,1,1
Sirmione_Museo_GC,10.605833,45.500278,86.500000,1,1,1,0,0,0,0,0,0,0,0,0
NEON-Disney,-81.436200,28.125039,19.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_OSBS,-81.993431,29.689269,47.000000,1,1,1,1,1,1,1,1,1,1,1,1
USGS_Flagstaff_ROLO,-111.634420,35.214840,2179.600000,1,1,1,1,1,1,1,1,1,1,1,1
Raciborz,18.191700,50.083100,230.000000,1,1,1,1,1,1,1,1,1,1,0,0
Socheongcho,124.738039,37.423133,28.000000,1,1,1,1,1,1,1,1,1,1,1,0
NEON_RMNP,-105.545972,40.275900,2750.000000,1,1,1,1,1,0,1,1,1,1,1,1
NEON_SCBI,-78.139500,38.892919,354.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_UNDE,-89.537250,46.233881,520.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_OAES,-99.058790,35.410590,523.000000,1,0,0,0,0,1,1,1,1,0,1,1
Nong_Khai,102.716710,17.877200,175.000000,1,1,1,0,0,1,1,1,1,1,1,1
Nicosia,33.381353,35.140628,181.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_TALL,-87.393269,32.950461,165.000000,1,1,1,1,1,1,1,1,1,1,1,1
Huancayo-IGP,-75.320900,-12.040200,3313.000000,1,1,1,1,1,1,1,1,1,1,1,1
Poprad-Ganovce,20.322000,49.035000,706.000000,0,1,1,1,1,1,1,1,1,1,0,0
AgiaMarina_Xyliatou,33.057700,35.038000,521.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_ORNL,-84.282588,35.964128,344.000000,1,1,1,1,1,1,1,1,1,1,1,1
Taylor_Ranch_TWRS,-114.849950,45.103500,1159.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_ONAQ,-112.452439,40.177589,1656.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_KONZ,-96.563090,39.100770,415.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_WOOD,-99.241356,47.128228,590.000000,1,1,1,1,1,1,1,1,1,1,1,1
Simonstown_IMT,18.445670,-34.192720,27.000000,1,1,1,1,1,1,1,0,0,0,0,0
NEON_MOAB,-109.388269,38.248331,1799.000000,1,1,1,0,0,0,0,0,0,1,1,1
Camborne_MO,-5.326560,50.217820,87.000000,1,0,1,1,1,1,1,1,1,0,1,1
Makassar,119.572270,-4.997680,16.000000,0,0,0,0,1,1,1,1,1,1,1,1
Sorong,131.267700,-0.874600,127.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_MLBS,-80.524836,37.378306,1170.000000,1,1,1,1,1,1,1,1,1,0,0,0
Douliu,120.544800,23.711700,60.000000,1,1,1,1,1,1,1,1,1,1,1,1
Hokkaido_University,141.340700,43.075500,59.000000,0,0,1,1,1,1,1,1,1,1,1,1
Cachoeira_Paulista,-45.006000,-22.689000,574.000000,1,1,1,1,1,1,1,1,1,1,1,1
Aras_de_los_Olmos,-1.101600,39.945000,1280.000000,1,1,1,1,1,0,0,0,1,1,1,1
Weizmann_Institute,34.810531,31.907235,73.000000,1,1,1,0,0,0,0,1,1,1,1,1
Upington,21.156000,-28.379000,865.000000,0,0,0,1,1,1,1,1,1,1,1,1
NEON_SERC,-76.560017,38.890117,9.753600,1,1,1,1,1,1,1,1,1,1,1,1
Bukit_Kototabang,100.318050,-0.201940,864.500000,1,1,1,1,1,1,1,1,1,1,0,0
NEON_UKFS,-95.192150,39.040431,321.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_LENO,-88.161219,31.853881,43.000000,1,1,1,1,1,1,1,1,1,1,1,1
Amazon_ATTO_Tower,-58.999867,-2.144117,210.000000,1,1,0,1,1,0,1,1,1,1,1,1
Koforidua_ANUC,-0.302058,6.109408,205.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_HEAL,-149.213339,63.875689,678.180000,0,0,0,1,1,1,1,1,1,1,1,0
Loftus_MO,-0.861733,54.562700,159.000000,0,0,1,1,1,1,1,1,1,1,1,1
Watnall_MO,-1.250958,53.005652,120.000000,0,1,1,1,1,1,1,1,1,1,1,1
Napoli_CeSMA,14.306567,40.836842,50.000000,1,1,1,1,1,1,1,1,1,1,1,1
Windpoort,15.482778,-19.365556,1206.000000,1,1,1,1,1,1,1,1,1,1,1,1
HESS,16.502944,-23.273000,1818.000000,1,1,1,1,1,1,1,1,1,1,1,1
Lubango,13.445000,-14.958000,2047.000000,1,1,1,1,1,1,0,1,1,1,0,1
Namibe,12.178000,-15.159000,11.000000,1,1,1,1,1,0,1,1,1,1,1,0
KORUS_UNIST_Ulsan,129.189700,35.581900,106.000000,1,1,1,1,1,1,1,1,1,1,1,1
Niigata,138.942000,37.846000,10.000000,1,1,1,1,1,1,1,1,1,1,1,1
Lamezia_Terme,16.232100,38.876400,8.000000,0,1,0,0,0,0,0,0,1,0,0,0
NEON_GUAN,-66.868700,17.969550,128.000000,1,0,1,1,1,1,1,1,0,0,0,0
Bakersfield,-119.000008,35.331506,108.000000,1,1,1,1,1,1,1,1,1,1,0,1
Lake_Erie,-83.193600,41.825600,173.500000,0,0,0,0,0,0,1,1,1,1,1,0
EastMalling_MO,0.440000,51.290000,33.000000,1,1,1,1,1,1,1,1,1,1,1,1
NASA_KSC,-80.663476,28.463763,1.200000,0,0,0,0,0,1,1,1,0,0,1,1
Rhyl_MO,-3.508590,53.259290,77.000000,0,0,1,1,1,1,1,1,1,1,1,1
Modesto,-120.994220,37.642170,33.000000,0,0,0,1,1,1,1,1,1,1,1,1
St_Helena,-5.667300,-15.942400,434.000000,1,1,1,1,1,1,1,1,1,1,1,1
Santiago_Beauchef_2,-70.661666,-33.457222,560.000000,1,1,1,0,0,0,0,0,0,0,0,0
Stornoway_MO,-6.182147,58.211560,82.500000,1,1,0,0,1,1,1,1,1,1,1,0
Beijing_PKU,116.310200,39.992000,53.000000,1,1,1,0,0,1,1,1,1,1,1,1
Mount_Wilson,-118.055900,34.224700,1710.000000,0,0,0,0,0,0,0,0,0,1,1,1
SP-EACH,-46.499670,-23.481630,754.000000,1,1,1,1,1,1,1,1,1,1,1,1
Portglenone_MO,-6.457000,54.865000,64.000000,0,0,0,1,1,1,1,1,1,1,1,1
Lerwick_MO,-1.185113,60.139372,82.000000,1,1,1,1,1,1,1,0,0,0,1,0
Technion_Haifa_IL,35.024900,32.775870,230.000000,0,0,0,0,0,0,0,1,1,1,1,1
UPC-GEAB-Valledupar,-73.329300,9.559600,157.000000,1,1,1,1,1,1,1,1,1,1,1,1
Glasgow_MO,-4.531220,55.906800,59.000000,1,0,1,1,1,1,1,1,1,1,1,1
Oxford,-1.256000,51.759000,87.000000,0,0,0,0,0,0,0,1,1,1,1,1
Vienna_BOKU,16.331611,48.237861,266.000000,1,1,1,1,1,1,1,1,1,1,1,1
Cape_Fuguei_Station,121.537859,25.297452,40.000000,1,1,1,1,0,0,0,1,1,1,0,0
CATUC_Bamenda,10.156300,5.949100,1293.000000,1,1,1,1,1,1,1,1,1,1,1,1
LAMTO-STATION,-5.026617,6.223517,105.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_NIWO,-105.582369,40.054250,3513.000000,1,1,1,1,1,1,0,1,1,1,1,1
NEON_GRSM,-83.501950,35.688961,579.000000,1,1,1,1,0,1,1,1,1,1,1,1
NEON_TOOL,-149.370469,68.661089,843.000000,0,0,0,1,1,1,1,0,1,0,0,0
NEON_CLBJ,-97.570000,33.401230,259.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_SRER,-110.835489,31.910681,983.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_DEJU,-145.751361,63.881119,529.000000,0,0,1,1,1,1,0,0,1,1,1,0
NEON_BARR,-156.619360,71.282410,6.000000,0,0,0,0,0,1,1,1,1,1,0,0
Mandalay_MTU,96.186136,21.972896,104.000000,1,1,1,0,0,0,0,0,0,0,0,0
SDSU_IPLab,-96.786075,44.314828,518.000000,0,0,0,1,1,1,1,1,1,1,1,0
UNC-Palmira,-76.307610,3.512295,1065.200000,1,1,0,1,0,1,1,1,1,1,0,0
Rome_La_Sapienza,12.515773,41.901695,75.000000,1,1,1,1,1,1,1,1,1,1,1,1
Amity_Univ_Gurgaon,76.916031,28.317329,285.000000,1,1,1,1,1,1,1,0,0,0,1,1
Brno_Airport,16.683330,49.156470,238.000000,0,0,0,1,1,1,1,1,1,1,1,0
NEON_SJER,-119.732280,37.108780,368.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_NOGP,-100.915350,46.769719,578.000000,1,1,1,1,1,1,1,1,1,1,1,1
Rexburg_Idaho,-111.783010,43.820110,1501.000000,1,1,1,1,1,1,1,1,1,1,1,1
Pilar_Cordoba,-63.882597,-31.667411,333.000000,1,1,1,1,1,1,1,1,1,1,1,1
Hampton_University,-76.336500,37.020400,12.120000,0,0,0,0,1,1,1,1,1,1,1,1
Ny_Alesund_AWI,11.923040,78.923166,7.000000,0,0,1,1,1,1,1,1,1,0,0,0
NEON_BONA,-147.502583,65.154033,263.000000,0,0,0,0,1,1,1,1,1,1,0,0
NEON_TEAK,-119.006019,37.005831,2147.000000,1,1,1,1,1,1,1,1,1,1,1,1
San_Cristobal_USFQ,-89.608790,-0.895400,22.000000,1,1,1,1,1,1,1,1,1,0,0,1
Sakeji_School,24.312000,-11.232956,1406.000000,1,1,0,1,1,1,0,1,1,1,1,0
Quito_USFQ,-78.435589,-0.196244,2414.000000,1,1,1,1,1,1,1,1,1,1,1,1
PNNL,-119.278800,46.340950,127.000000,1,1,1,1,1,1,1,1,1,1,1,1
Brest_MF,-4.411855,48.444565,101.000000,1,1,1,1,1,1,0,0,1,1,1,1
NEON_WREF,-121.951912,45.820488,407.000000,1,1,1,1,1,1,0,1,1,1,1,1
ARM_SGP,-97.485619,36.605175,319.000000,1,1,1,1,1,1,1,1,1,1,1,1
DEWA_ResearchCentre,55.369125,24.766847,86.800000,0,0,0,0,0,0,0,0,0,0,1,1
ARIAKE_TOWER,130.271950,33.103617,15.000000,0,0,1,1,1,1,1,1,1,1,1,1
Dibrugarh_Univ,94.896889,27.450850,119.000000,1,1,0,1,0,1,1,0,1,0,0,1
Learmonth,114.096700,-22.240700,9.000000,1,1,1,1,1,1,1,1,1,1,1,1
Maldives_Gan,73.150000,-0.690500,4.000000,1,1,1,1,1,1,1,0,0,1,1,1
Kaohsiung,120.292171,22.675621,15.000000,1,1,1,1,1,1,1,1,1,1,1,1
Warsaw_UW,20.982636,52.210932,117.000000,1,1,1,1,1,1,1,1,1,1,0,0
Bidur,85.140096,27.895500,576.000000,1,1,1,0,0,0,0,0,0,0,0,0
Xitun,120.616900,24.162200,91.000000,1,1,1,1,1,1,1,1,1,1,1,1
AAOT,12.508300,45.313900,10.000000,1,1,1,1,1,1,1,1,1,1,1,1
Misamfu,31.224100,-10.171200,1381.000000,1,1,1,1,1,1,1,1,1,1,1,1
South_Greenbay,-87.951200,44.596330,175.870000,0,0,0,0,1,1,1,1,1,0,0,0
Kluane_Lake,-138.410000,61.027000,773.000000,0,0,0,0,0,1,1,1,1,0,0,0
Granite_Island,-87.412000,46.720800,183.000000,1,1,1,1,1,1,1,1,1,1,1,1
ASI_Malindi,40.194500,-2.996000,12.000000,1,1,1,1,1,1,1,1,0,0,1,1
Migal,35.578278,33.236394,200.000000,1,1,1,1,1,1,1,1,1,1,1,1
BMKG_GAW_PALU,120.182900,-1.650300,1370.000000,1,1,1,1,0,0,0,0,1,0,0,0
Antikythera_NOA,23.309820,35.860990,193.000000,1,1,1,1,1,1,1,1,1,1,1,1
Majadas,-5.775914,39.955031,258.000000,1,1,0,0,1,1,1,0,0,0,0,0
PSDA_Chile,-69.929028,-24.090306,965.000000,0,0,0,0,0,0,0,1,1,1,1,1
ETNA_VENA,15.138600,37.790500,735.000000,1,1,1,1,0,0,0,0,0,0,0,0
Punta_Arenas_UMAG,-70.884500,-53.135400,25.000000,1,1,1,1,1,1,1,1,1,1,1,0
Irbe_Lighthouse,21.722970,57.750920,38.000000,0,0,0,0,0,1,1,1,1,1,1,0
Pinehurst_Idaho,-116.236917,47.536739,680.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_YELL,-110.539140,44.953480,2116.000000,1,1,1,1,1,1,1,1,1,1,1,1
Payerne,6.942019,46.812408,491.000000,0,0,0,0,0,1,1,0,0,0,0,0
VirginiaTech,-80.424681,37.230775,690.000000,0,0,0,0,0,0,1,1,1,1,1,1
Montevideo_FING,-56.166767,-34.918167,71.000000,1,1,1,1,1,1,1,1,1,1,1,1
NEON_PUUM,-155.317242,19.553144,1685.000000,1,1,1,1,1,1,1,1,1,1,1,1
Campus_USACH,-70.681567,-33.449900,550.000000,1,1,1,1,1,1,1,1,1,0,0,0
Qena_SVU,32.747029,26.199924,75.700000,1,0,0,0,0,0,0,0,0,0,0,0
Bangkok,100.517700,13.749100,57.100000,1,1,1,0,0,1,1,1,1,1,1,1
Okinawa_Hedo,128.249000,26.867000,60.000000,0,1,1,1,1,1,1,1,1,1,1,1
Sra_Kaeo,102.504300,13.688900,67.800000,0,0,0,0,0,0,0,0,0,0,0,1
Casablanca_Platform,1.358000,40.717000,35.000000,1,1,1,1,1,1,1,1,1,1,1,1
TASA_Taiwan,121.001122,24.783889,99.000000,1,1,1,1,0,0,0,0,1,1,1,1
UEM_Maputo,32.598833,-25.949667,59.200000,1,1,1,1,0,1,1,1,1,1,1,1
Matorova_FMI,24.240012,67.999970,340.000000,0,1,1,1,1,1,1,1,1,0,0,0
Niassa,37.566560,-12.155120,510.000000,0,0,1,1,1,1,1,1,1,1,1,1
Railroad_Valley2,-115.691000,38.497000,1437.000000,0,0,0,1,1,1,1,1,1,1,1,1
Dakar_Belair,-17.425600,14.701700,15.000000,1,1,1,1,1,1,1,1,1,1,1,1
Hainich_UGOE,10.452200,51.079200,439.000000,1,1,1,1,1,0,0,0,0,0,0,0
Meridian_DEQ,-116.347989,43.600697,808.000000,1,1,1,1,1,1,1,1,1,1,1,1
Cascade_Airport,-116.016825,44.495286,1447.000000,0,0,1,1,1,1,1,1,1,1,1,0
Tumbarumba,147.949900,-35.708300,776.000000,0,1,1,1,1,1,1,1,1,1,1,1
Kemigawa_Offshore,140.023330,35.610833,8.200000,0,0,1,1,1,1,1,1,1,1,1,1
Section-7_Platform,29.446600,44.545800,30.000000,1,1,1,1,1,1,1,1,1,1,1,1
BMKG_Jakarta,106.841197,-6.155239,35.000000,0,1,1,1,1,1,1,1,1,1,1,1
Kupang,123.667097,-10.139178,30.000000,1,1,1,1,1,1,1,1,1,1,1,1
Salton_Sea,-115.855930,33.169230,-32.000000,1,1,0,1,1,1,1,1,1,1,1,1
Roque_Muchachos,-17.893900,28.763900,2396.000000,1,1,1,1,1,1,1,1,1,1,1,1
Croisic_UTLN,-2.513400,47.293606,6.000000,1,1,1,0,0,0,0,0,0,0,0,0
Debrzyna_PULS,16.592157,53.782500,158.000000,1,1,1,1,1,1,1,1,0,0,0,0
Pretoria_CSIR-EC,28.278441,-25.750126,1403.000000,1,1,1,1,1,1,1,1,1,1,1,1
Bahia_Blanca,-61.721667,-39.148333,15.000000,0,0,1,1,1,1,1,1,1,1,1,1
Escudero_Station,-58.965700,-62.201500,33.000000,1,1,1,1,1,0,0,0,1,0,0,1
Univ_of_Auckland,174.768143,-36.852621,100.000000,1,1,1,1,1,1,1,1,1,1,1,0
Sacramento_CARB,-121.493110,38.568440,15.000000,0,0,0,0,0,0,0,0,1,1,1,1
Maido_OPAR,55.383087,-21.079850,2160.000000,1,0,0,0,0,0,1,1,1,1,1,1
Princeton_Univ,-74.652190,40.350280,71.000000,0,0,1,1,0,0,0,0,0,0,0,0
DRAGON_Mt_Happo,137.798126,36.696944,1846.000000,0,0,1,1,1,1,0,0,0,0,0,0
DRAGON_Hakuba,137.864134,36.700556,703.000000,0,0,1,1,1,1,1,1,1,1,1,0
DRAGON_Matsumoto,137.977832,36.251389,626.000000,1,1,1,1,1,1,1,1,1,1,1,1
DRAGON_Suwa,138.108754,36.045556,766.000000,1,1,1,1,1,1,1,1,1,1,1,0
DRAGON_Mt_Krigamine,138.168297,36.098056,1674.000000,0,0,1,1,1,1,0,0,0,0,0,0
DRAGON_Kofu,138.571534,35.678889,314.000000,1,1,1,1,1,1,1,1,1,1,1,1
DRAGON_Mt_Haruna,138.877794,36.475556,1359.000000,1,1,1,1,1,1,1,1,1,1,1,0
DRAGON_Minowa,137.980741,35.915000,713.000000,1,1,1,1,1,1,1,1,1,1,1,1
DRAGON_Ina,137.961250,35.847500,683.000000,1,1,1,1,1,1,1,1,1,1,1,1
DRAGON_Iida,137.842199,35.516667,490.000000,1,1,1,1,1,1,1,1,1,1,1,1
Sofia_IEBAS,23.386800,42.653900,631.000000,1,1,1,1,1,0,1,1,1,1,1,1
Chiang_Dao,98.960900,19.454722,450.000000,1,1,1,1,1,1,1,1,1,1,1,1
Masdar_Institute_2,54.616600,24.441600,4.000000,1,1,1,1,1,1,1,1,1,1,0,1
USDA_ALARC,-111.973390,33.077454,377.000000,1,1,1,1,1,1,1,1,1,1,1,0
Herstmonceux,0.334378,50.867517,82.800000,0,0,0,1,1,1,1,1,0,1,1,0
Gosan_NIMS_SNU,126.205800,33.300100,52.000000,1,1,1,1,1,1,1,1,1,1,1,1
Zugspitze_KIT,10.986000,47.421000,2961.460000,1,1,1,1,1,1,0,0,0,0,0,0
DRAGON_Omachi,137.851400,36.503056,751.000000,0,0,1,1,1,1,1,1,1,1,1,0
DRAGON_Takayama,137.304500,36.252778,1296.000000,0,0,1,1,1,1,1,1,1,1,1,0
Tel-Aviv_University,34.806200,32.112900,76.000000,1,1,1,1,1,1,1,1,1,1,1,1
San_Marco_Platform,40.214722,-2.941667,20.000000,1,1,1,1,1,1,1,1,1,1,1,1
Erlin,120.409600,23.925300,16.000000,1,1,1,1,1,1,1,1,1,1,0,0
Metsi,27.132408,-26.490781,1404.000000,0,1,1,1,1,1,1,1,1,1,1,1
London-CDN,-81.270000,43.008000,258.000000,1,1,1,1,1,1,1,1,1,1,1,0
TGF_Tsukuba,140.096000,36.113889,25.000000,1,1,1,1,1,1,1,1,1,1,1,0
IIT_Delhi,77.192600,28.545000,15.000000,0,1,1,1,1,1,1,1,1,1,1,1
AAU_ET,38.747778,9.019167,2370.000000,1,1,1,1,1,1,1,1,1,1,1,0
Girardota_Colombia,-75.448979,6.376324,1452.000000,1,1,1,0,0,0,0,0,0,1,0,0
Freiburg_ALU,7.848600,48.001100,323.500000,1,1,1,1,1,1,0,0,0,0,0,0
Dugway_Utah,-113.214080,40.101944,1313.688000,1,1,1,1,0,0,0,0,0,0,0,0
Ji_Parana_UNIR_2,-61.981200,-10.970200,171.000000,1,0,0,0,0,0,0,0,0,0,0,0
Chesapeake_Bay,-76.348900,39.123510,30.000000,0,0,0,0,0,0,0,0,0,1,1,1
Lake_Okeechobee_N,-80.788803,27.139117,10.000000,1,1,1,1,1,1,1,1,1,1,1,1
Guadiana-UGR,-3.228483,37.910839,370.000000,1,1,1,1,1,1,1,1,1,1,1,1
Amsterdam_Ruisdael,4.866967,52.334336,57.000000,0,0,1,0,0,0,0,0,0,0,0,0
Chachoengsao,101.450000,13.500000,60.000000,0,1,1,1,1,1,1,1,1,1,1,1
Apulian_Tavoliere,15.501600,41.460840,90.000000,0,0,0,0,0,1,1,1,1,1,1,1
Capel_Dewi,-4.004613,52.424804,48.000000,1,1,1,1,1,0,0,0,1,1,0,0
YUMA_SL,-114.582780,32.644138,63.000000,0,0,0,1,1,1,1,1,1,1,1,1
Asuncion_Airport,-57.514727,-25.235809,83.000000,0,0,1,1,1,1,1,1,1,1,0,1
NREL-Golden,-105.177990,39.743725,1833.000000,0,0,1,1,1,1,1,1,1,1,1,1
KITcube_Rottenburg,8.955358,48.489074,339.000000,0,0,0,1,1,1,1,1,1,1,0,0
Momuy_MF,-0.609200,43.624300,124.000000,0,0,0,0,0,1,1,1,1,1,1,1
FORTH_RSLab,25.132861,35.336111,50.000000,1,1,1,1,0,0,0,0,0,0,0,1
WFF_X-75_Sci_Obs,-75.477517,37.843908,10.000000,0,0,0,0,1,1,1,1,1,1,1,1
Sacramento_River,-121.887550,38.049531,3.000000,0,0,0,0,1,1,1,0,0,0,0,0
Manchester_UoM,-2.232006,53.467374,94.000000,0,0,0,0,0,1,1,1,0,0,0,0
NPL_Teddington,-0.344500,51.425800,160.000000,0,0,0,0,0,0,1,1,1,1,1,1
Highfield,0.174500,51.608000,42.100000,0,0,0,0,0,1,1,1,1,0,1,1
ECCOE-EROS-InstFarm,-96.621850,43.733706,485.000000,0,0,0,0,0,0,1,0,0,0,0,0
ECCOE-Mann-Farm-SD,-98.215017,43.997131,393.000000,0,0,0,0,0,0,0,0,1,1,0,0
ECCOE-SDSU-R-Park,-96.762250,44.321064,507.000000,0,0,0,0,0,0,0,1,1,0,0,0
Soverato_IMAA,16.545278,38.689444,40.000000,0,0,0,0,0,1,1,1,1,1,0,0
Lewis-Clark_ID_USA,-117.027170,46.413153,268.000000,0,0,0,0,0,0,1,1,1,1,1,1
Mindelo_OSCM,-24.995374,16.877772,10.000000,0,0,0,1,0,1,1,1,1,1,1,1
Marseille_ATMO,5.395000,43.305900,65.000000,0,0,0,0,0,0,1,1,1,1,1,1
Montreal,-73.620786,45.522558,62.000000,0,0,0,0,0,0,1,1,1,1,0,0
OU_NWC,-97.440306,35.181861,379.600000,0,0,0,1,1,1,1,1,1,1,1,1
Berlin_FRIE,13.398000,52.507500,128.000000,0,0,0,0,0,0,1,1,1,1,1,1
ECCOE-Edwards-AFB,-117.879672,34.947386,694.000000,0,0,0,0,0,0,1,0,0,0,0,0
UH_Liberty,-94.763000,30.096944,20.000000,0,0,0,0,0,0,0,1,1,1,1,1
ARM_Gothic,-106.988000,38.956000,2894.000000,0,0,0,0,0,0,1,1,1,1,1,1
ARM_LaPorte,-95.059000,29.669000,7.000000,0,0,0,0,0,0,0,1,1,1,1,1
UH_Aldine,-95.326125,29.901111,20.000000,0,0,0,0,0,0,0,0,1,1,1,1
UH_Sugarland,-95.652000,29.574167,22.000000,0,0,0,0,0,0,0,0,1,1,1,1
ECCOE-Moneta-WY,-107.695394,43.150422,1674.000000,0,0,0,0,0,0,0,0,1,0,0,0
Alta_Floresta_IF,-56.064393,-9.908354,288.000000,0,0,0,0,0,0,0,0,1,1,1,0
ATHENS_NTUA,23.783088,37.977036,215.000000,0,0,0,0,0,0,1,1,1,1,1,1
Union_Glacier,-82.913100,-79.767900,742.000000,0,0,0,0,0,0,0,0,0,0,1,1
Helmos_NTUA,22.198250,38.005580,1700.000000,0,0,0,0,0,0,0,0,0,1,1,0
La_Palma,-17.848611,28.486667,630.000000,0,0,0,0,0,0,0,0,1,1,1,1
Carmel_Valley,-121.646400,36.402100,340.000000,0,0,0,1,0,0,0,0,0,1,1,1
Roosevelt_HS,-76.868269,38.994375,60.000000,0,0,0,0,0,0,0,0,0,1,1,1
ECCOE-Guymon-OK,-101.478700,36.714822,920.000000,0,0,0,0,0,0,0,0,0,0,1,0
ECCOE-CoconinoNF-AZ,-111.566153,35.447761,1944.000000,0,0,0,0,0,0,0,0,0,0,1,0
ATTO-Campina,-59.021861,-2.181583,30.000000,0,0,0,0,0,0,0,0,0,0,0,1
AU_NSW_Lidcombe,151.046700,-33.931390,40.000000,0,0,0,0,0,0,0,0,0,0,0,1
Kosetice_NAOK,15.081300,49.571800,530.000000,0,0,0,0,0,1,1,1,1,1,1,1
Aspendale_Mel_AU,145.101500,-38.024640,18.000000,0,1,1,1,1,1,1,1,0,0,0,1
